"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"MdE82.0904.0634","Maison de l'École 82 0904 0634","Bassin","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_f","BLONDÉ, BCH 109 (1985), cat. 381",98,24.713688134,40.779061124
"MdE82.0904.0216","Maison de l'École 82 0904 0216","Réchaud","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_k","BLONDÉ, BCH 109 (1985), cat. 376",98,24.713688134,40.779061124
"MdE82.0904.0450","Maison de l'École 82 0904 0450","Support","Thasien","THAS. ?  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_h","BLONDÉ, BCH 109 (1985), cat. 374",98,24.713688134,40.779061124
"MdE82.0904.0411","Maison de l'École 82 0904 0411","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_m","BLONDÉ, BCH 109 (1985), cat. 363",98,24.713688134,40.779061124
"MdE82.0904.0120","Maison de l'École 82 0904 0120","Support de marmite","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_e","BLONDÉ, BCH 109 (1985), cat. 370",98,24.713688134,40.779061124
"MdE82.0904.0421","Maison de l'École 82 0904 0421","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_j","BLONDÉ, BCH 109 (1985), cat. 360",98,24.713688134,40.779061124
"MdE82.0904.0117","Maison de l'École 82 0904 0117","Support de marmite","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_b","BLONDÉ, BCH 109 (1985), cat. 367",98,24.713688134,40.779061124
"MdE82.0904.0404","Maison de l'École 82 0904 0404","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_g","BLONDÉ, BCH 109 (1985), cat. 357",98,24.713688134,40.779061124
"MdE82.0904.0401","Maison de l'École 82 0904 0401","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_b","BLONDÉ, BCH 109 (1985), cat. 352",98,24.713688134,40.779061124
"MdE82.0904.0141","Maison de l'École 82 0904 0141",,"Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_f","BLONDÉ, BCH 109 (1985), cat. 348",98,24.713688134,40.779061124
"MdE82.0905.0069","Maison de l'École 82 0905 0069","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_23_e","BLONDÉ, BCH 109 (1985), cat. 339",98,24.713688134,40.779061124
"MdE82.0904.0126","Maison de l'École 82 0904 0126","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1",,"Contexte déposé vers 360.","B - C",,"np_12271_22_j","BLONDÉ, BCH 109 (1985), cat. 330",98,24.713688134,40.779061124
"MdE82.0904.0176","Maison de l'École 82 0904 0176","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1",,"Contexte déposé vers 360.","B - C",,"np_12271_23_b","BLONDÉ, BCH 109 (1985), cat. 336",98,24.713688134,40.779061124
"MdE82.0904.0181","Maison de l'École 82 0904 0181","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_g","BLONDÉ, BCH 109 (1985), cat. 329",98,24.713688134,40.779061124
"MdE82.0904.0388","Maison de l'École 82 0904 0388","Poêle","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_e","BLONDÉ, BCH 109 (1985), cat. 326",98,24.713688134,40.779061124
"MdE82.0904.0470","Maison de l'École 82 0904 0470","Vase fermé","Thasien","THAS. ?  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_a","BLONDÉ, BCH 109 (1985), cat. 323",98,24.713688134,40.779061124
"MdE82.0904.0628","Maison de l'École 82 0904 0628","Bassin","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_g","BLONDÉ, BCH 109 (1985), cat. 383",98,24.713688134,40.779061124
"MdE82.0904.0630","Maison de l'École 82 0904 0630","Bassin","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_d","BLONDÉ, BCH 109 (1985), cat. 380",98,24.713688134,40.779061124
"MdE82.0904.0449","Maison de l'École 82 0904 0449","Support","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_i","BLONDÉ, BCH 109 (1985), cat. 372",98,24.713688134,40.779061124
"MdE82.0905.0092","Maison de l'École 82 0905 0092","Chytra","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_25_n","BLONDÉ, BCH 109 (1985), cat. 364",98,24.713688134,40.779061124
"MdE82.0904.0408","Maison de l'École 82 0904 0408","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_k","BLONDÉ, BCH 109 (1985), cat. 361",98,24.713688134,40.779061124
"MdE82.0904.0118","Maison de l'École 82 0904 0118","Support de marmite","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_c","BLONDÉ, BCH 109 (1985), cat. 368",98,24.713688134,40.779061124
"MdE82.0904.0409","Maison de l'École 82 0904 0409","Chytra","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_h","BLONDÉ, BCH 109 (1985), cat. 358",98,24.713688134,40.779061124
"MdE82.0904.0415","Maison de l'École 82 0904 0415","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_e","BLONDÉ, BCH 109 (1985), cat. 355",98,24.713688134,40.779061124
"MdE82.0904.0402","Maison de l'École 82 0904 0402","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_b","BLONDÉ, BCH 109 (1985), cat. 351",98,24.713688134,40.779061124
"MdE82.0904.0168","Maison de l'École 82 0904 0168","Lopas","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_g","BLONDÉ, BCH 109 (1985), cat. 349",98,24.713688134,40.779061124
"MdE82.0904.0148","Maison de l'École 82 0904 0148","Lopas","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_d","BLONDÉ, BCH 109 (1985), cat. 346",98,24.713688134,40.779061124
"MdE82.0904.0135","Maison de l'École 82 0904 0135","Lopas","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_a","BLONDÉ, BCH 109 (1985), cat. 343",98,24.713688134,40.779061124
"MdE82.0904.0159","Maison de l'École 82 0904 0159","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1",,"Contexte déposé vers 360.","B - C",,"np_12271_23_f","BLONDÉ, BCH 109 (1985), cat. 340",98,24.713688134,40.779061124
"MdE82.0904.0163","Maison de l'École 82 0904 0163","Lopas","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_k","BLONDÉ, BCH 109 (1985), cat. 332",98,24.713688134,40.779061124
"MdE82.0904.0152","Maison de l'École 82 0904 0152","Lopas","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_23_c","BLONDÉ, BCH 109 (1985), cat. 337",98,24.713688134,40.779061124
"MdE82.0904.0629","Maison de l'École 82 0904 0629","Bassin","Thasien","THAS. 3  ","C","C2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_e","BLONDÉ, BCH 109 (1985), cat. 382",98,24.713688134,40.779061124
"MdE82.0904.0639","Maison de l'École 82 0904 0639","Bassin","Thasien","THAS. 1  ","C","D2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_b","BLONDÉ, BCH 109 (1985), cat. 378",98,24.713688134,40.779061124
"MdE82.0904.0451","Maison de l'École 82 0904 0451","Support","Thasien","THAS. ?  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_g","BLONDÉ, BCH 109 (1985), cat. 373",98,24.713688134,40.779061124
"MdE82.0904.0400","Maison de l'École 82 0904 0400","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_l","BLONDÉ, BCH 109 (1985), cat. 362",98,24.713688134,40.779061124
"MdE82.0904.0119","Maison de l'École 82 0904 0119","Support de marmite","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_d","BLONDÉ, BCH 109 (1985), cat. 369",98,24.713688134,40.779061124
"MdE82.0904.0441","Maison de l'École 82 0904 0441","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_i","BLONDÉ, BCH 109 (1985), cat. 359",98,24.713688134,40.779061124
"MdE82.0904.0116","Maison de l'École 82 0904 0116","Support de marmite","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_26_a","BLONDÉ, BCH 109 (1985), cat. 366",98,24.713688134,40.779061124
"MdE82.0904.0407","Maison de l'École 82 0904 0407","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_25_f","BLONDÉ, BCH 109 (1985), cat. 356",98,24.713688134,40.779061124
"MdE82.0905.0102","Maison de l'École 82 0905 0102","Chytra","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_25_d","BLONDÉ, BCH 109 (1985), cat. 354",98,24.713688134,40.779061124
"MdE82.0904.0153","Maison de l'École 82 0904 0153","Lopas","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_e","BLONDÉ, BCH 109 (1985), cat. 347",98,24.713688134,40.779061124
"MdE82.0904.0125","Maison de l'École 82 0904 0125","Lopas","Thasien","THAS. 2  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_24_b","BLONDÉ, BCH 109 (1985), cat. 344",98,24.713688134,40.779061124
"MdE82.0904.0147","Maison de l'École 82 0904 0147","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_23_g","BLONDÉ, BCH 109 (1985), cat. 341",98,24.713688134,40.779061124
"MdE82.0904.0171","Maison de l'École 82 0904 0171","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_l","BLONDÉ, BCH 109 (1985), cat. 334",98,24.713688134,40.779061124
"MdE82.0904.0128","Maison de l'École 82 0904 0128","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_23_d","BLONDÉ, BCH 109 (1985), cat. 338",98,24.713688134,40.779061124
"MdE82.0904.0134","Maison de l'École 82 0904 0134","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C","N388-033","np_12271_22_i","BLONDÉ, BCH 109 (1985), cat. 333",98,24.713688134,40.779061124
"MdE82.0904.0160","Maison de l'École 82 0904 0160","Lopas","Thasien","THAS. 3  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_23_a","BLONDÉ, BCH 109 (1985), cat. 335",98,24.713688134,40.779061124
"MdE82.0905.0105","Maison de l'École 82 0905 0105","Poêle","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_f","BLONDÉ, BCH 109 (1985), cat. 328",98,24.713688134,40.779061124
"MdE82.0904.0460","Maison de l'École 82 0904 0460","Poêle","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_22_c","BLONDÉ, BCH 109 (1985), cat. 325",98,24.713688134,40.779061124
"MdE82.0904.0637","Maison de l'École 82 0904 0637","Mortier","Thasien","THAS. 1  ","C",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_27_h","BLONDÉ, BCH 109 (1985), cat. 384",98,24.713688134,40.779061124
"MdE82.0904.0042","Maison de l'École 82 0904 0042","Bol","Attique","ATT. 2   ","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_05_d","BLONDÉ, BCH 109 (1985), cat. 98",98,24.713688134,40.779061124
"MdE82.0904.0237","Maison de l'École 82 0904 0237","Bol","Attique","ATT. 2   ","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_f","BLONDÉ, BCH 109 (1985), cat. 103",98,24.713688134,40.779061124
"MdE82.0904.0229","Maison de l'École 82 0904 0229","Bol","Attique","ATT. 2","V","B6.2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_g","BLONDÉ, BCH 109 (1985), cat. 104",98,24.713688134,40.779061124
"VAL85.0093.0086","Valma 85 0093 0086",,,"THAS. 1",,,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14950","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0016","Valma 84 0119 0016","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15070","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"MdE82.0904.0323","Maison de l'École 82 0904 0323","Plat","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_j","BLONDÉ, BCH 109 (1985), cat. 41",98,24.713688134,40.779061124
"MdE82.0904.0069","Maison de l'École 82 0904 0069","Salière","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_04_o","BLONDÉ, BCH 109 (1985), cat. 91",98,24.713688134,40.779061124
"MdE82.0904.0031","Maison de l'École 82 0904 0031","Salière","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_04_r","BLONDÉ, BCH 109 (1985), cat. 94",98,24.713688134,40.779061124
"MdE82.0904.0250","Maison de l'École 82 0904 0250","Bol","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_a","BLONDÉ, BCH 109 (1985), cat. 95",98,24.713688134,40.779061124
"MdE82.0904.0247","Maison de l'École 82 0904 0247","Bol","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_b","BLONDÉ, BCH 109 (1985), cat. 96",98,24.713688134,40.779061124
"MdE82.0904.0046","Maison de l'École 82 0904 0046","Bol","Attique","ATT. 1A","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_c","BLONDÉ, BCH 109 (1985), cat. 97",98,24.713688134,40.779061124
"MdE82.0904.0036","Maison de l'École 82 0904 0036","Coupelle","Attique","ATT. 1B","V","B3",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_e","BLONDÉ, BCH 109 (1985), cat. 99",98,24.713688134,40.779061124
"MdE82.0904.0232","Maison de l'École 82 0904 0232","Bol","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_h","BLONDÉ, BCH 109 (1985), cat. 100",98,24.713688134,40.779061124
"MdE82.0904.0231","Maison de l'École 82 0904 0231","Bol","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_i","BLONDÉ, BCH 109 (1985), cat. 101",98,24.713688134,40.779061124
"MdE82.0904.0235","Maison de l'École 82 0904 0235","Bol","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_j","BLONDÉ, BCH 109 (1985), cat. 102",98,24.713688134,40.779061124
"MdE82.0904.0233","Maison de l'École 82 0904 0233","Bol","Attique","ATT. 2","V","B6.2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_k","BLONDÉ, BCH 109 (1985), cat. 105",98,24.713688134,40.779061124
"MdE82.0904.0234","Maison de l'École 82 0904 0234","Bol","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_l","BLONDÉ, BCH 109 (1985), cat. 106",98,24.713688134,40.779061124
"MdE82.0904.0051","Maison de l'École 82 0904 0051","Coupe-skyphos","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C","CD 669/28","np_12271_05_n","BLONDÉ, BCH 109 (1985), cat. 108",98,24.713688134,40.779061124
"MdE82.0904.0055","Maison de l'École 82 0904 0055","Coupe-skyphos","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_05_o","BLONDÉ, BCH 109 (1985), cat. 109",98,24.713688134,40.779061124
"MdE82.0904.0061","Maison de l'École 82 0904 0061","Coupe-skyphos","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4","Contexte déposé vers 360.","B - C",,"np_12271_05_q","BLONDÉ, BCH 109 (1985), cat. 111",98,24.713688134,40.779061124
"MdE82.0904.0268","Maison de l'École 82 0904 0268","Coupe-skyphos","Attique","ATT. 1","V","A1, B3.1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_g","BLONDÉ, BCH 109 (1985), cat. 116",98,24.713688134,40.779061124
"MdE82.0904.0267","Maison de l'École 82 0904 0267","Coupe-skyphos","Attique","ATT. 1","V","A1,",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_h","BLONDÉ, BCH 109 (1985), cat. 119",98,24.713688134,40.779061124
"MdE82.0904.0274","Maison de l'École 82 0904 0274","Coupe-skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_i","BLONDÉ, BCH 109 (1985), cat. 120",98,24.713688134,40.779061124
"MdE82.0904.0043","Maison de l'École 82 0904 0043","Coupe-canthare","Attique","ATT. 1","V","B3.1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_k","BLONDÉ, BCH 109 (1985), cat. 1123",98,24.713688134,40.779061124
"MdE82.0904.0245","Maison de l'École 82 0904 0245","Coupe-canthare","Attique","ATT. 1","V","B5.2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_l","BLONDÉ, BCH 109 (1985), cat. 124",98,24.713688134,40.779061124
"MdE82.0904.0239","Maison de l'École 82 0904 0239","Coupe-canthare","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_m","BLONDÉ, BCH 109 (1985), cat. 128",98,24.713688134,40.779061124
"MdE82.0905.0044","Maison de l'École 82 0905 0044","Coupe-canthare","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_06_n","BLONDÉ, BCH 109 (1985), cat. 127",98,24.713688134,40.779061124
"MdE82.0904.0240","Maison de l'École 82 0904 0240","Coupe-canthare","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_o","BLONDÉ, BCH 109 (1985), cat. 129",98,24.713688134,40.779061124
"MdE82.0905.0058","Maison de l'École 82 0905 0058","Coupe-canthare","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_06_p","BLONDÉ, BCH 109 (1985), cat. 125",98,24.713688134,40.779061124
"MdE82.0904.0246","Maison de l'École 82 0904 0246","Coupe-canthare","Attique","ATT. 1","V","B3.1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4","Contexte déposé vers 360.","B - C",,"np_12271_06_q","BLONDÉ, BCH 109 (1985), cat. 126",98,24.713688134,40.779061124
"MdE82.0904.0242","Maison de l'École 82 0904 0242","Canthare","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_06_r","BLONDÉ, BCH 109 (1985), cat. 130",98,24.713688134,40.779061124
"MdE82.0904.0243","Maison de l'École 82 0904 0243","Canthare","Attique","ATT. 3","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C","N388-035","np_12271_06_s","BLONDÉ, BCH 109 (1985), cat. 131",98,24.713688134,40.779061124
"MdE82.0905.0098","Maison de l'École 82 0905 0098","Skyphos","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_07_a","BLONDÉ, BCH 109 (1985), cat. 132",98,24.713688134,40.779061124
"MdE82.0904.0351","Maison de l'École 82 0904 0351","Skyphos","Attique","ATT. 2","V","A2",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_b","BLONDÉ, BCH 109 (1985), cat. 133",98,24.713688134,40.779061124
"MdE82.0905.0054","Maison de l'École 82 0905 0054","Skyphos","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_07_c","BLONDÉ, BCH 109 (1985), cat. 136",98,24.713688134,40.779061124
"MdE82.0904.0030","Maison de l'École 82 0904 0030","Skyphos","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_d","BLONDÉ, BCH 109 (1985), cat. 137",98,24.713688134,40.779061124
"MdE82.0904.0307","Maison de l'École 82 0904 0307","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_e","BLONDÉ, BCH 109 (1985), cat. 134",98,24.713688134,40.779061124
"MdE82.0905.0030","Maison de l'École 82 0905 0030","Skyphos","Attique","ATT. 1","V","A1",,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_07_g","BLONDÉ, BCH 109 (1985), cat. 138",98,24.713688134,40.779061124
"MdE82.0904.0291","Maison de l'École 82 0904 0291","Skyphos","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_07_i","BLONDÉ, BCH 109 (1985), cat. 140",98,24.713688134,40.779061124
