"ID","Référence tesson","Forme","Origine","Type","Catégorie","Decor","Analyse","Secteur","Lieu","Contexte Stratigraphie","Stratigraphie US","Date US","Datation","Photo","profil","Publication","secteur_ID","x","y"
"VAL84.235.0032","Valma 84 235 0032","Plat","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15073",,51,24.714763980,40.780145908
"VAL84.0076.0143","Valma 84 0076 0143","Mortier","Thasien","THAS. 3","C","C3",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15074","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0034","Valma 84 0283 0034","Bassin","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15076","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0034","Valma 84 0235 0034","Lékanis","Attique","ATT. 1","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15077","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0032","Valma 84 0264 0032","Coupe à une anse","Thasien","THAS. 1","C",,"THV7","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15078",,51,24.714763980,40.780145908
"VAL85.0066.0043","Valma 85 0066 0043","Coupe-canthare","Attique","ATT. 1","V","B3.1",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15079","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0013","Valma 84 0170 0013","Coupe-canthare","Attique","ATT. 1","V","B3.1",,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_011","np_15080","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0022B","Valma 84 0283 0022 B","Cruche","Thasien","THAS. 2","C",,"THV42","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15081","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0135.0013","Valma 84 0135 0013","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15083","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0041","Valma 84 0264 0041","Cruche","Thasien","THAS. 2","C",,"THV10","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_14903 et np_15084 et 14903+15084","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85[3]","Valma 85 [3]","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15126",,51,24.714763980,40.780145908
"VAL84.0174.0021","Valma 84 0174 0021","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15087","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0093.0117","Valma 84 0093 0117","Vase à paroi interne","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15088",,51,24.714763980,40.780145908
"VAL84.0170.0021","Valma 84 0170 0021","Bassin","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15089",,51,24.714763980,40.780145908
"VAL84.0194.0073","Valma 84 0194 0073","Bassin","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15090",,51,24.714763980,40.780145908
"VAL84.0194.0074","Valma 84 0194 0074","Bassin","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15091",,51,24.714763980,40.780145908
"VAL84.0174.0020","Valma 84 0174 0020","Bassin","Thasien","THAS. ?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15092",,51,24.714763980,40.780145908
"VAL84.0283.0123","Valma 84 0283 0123","Bassin","Thasien  D2","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15093",,51,24.714763980,40.780145908
"VAL85.0066.0070","Valma 85 0066 0070","Vase à paroi interne","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_013","np_15094","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0253.0063","Valma 84 0253 0063","Plat sur pied","Thasien  E","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15095","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0020","Valma 84 0283 0020","Plat","Attique    B3.2","ATT. 3","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15096","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0032","Valma 84 0152 0032","Coupe à une anse","Attique","ATT. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15099","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0032","Valma 84 0142 0032","Pithos","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15100","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0054","Valma 84 0194 0054","Loutérion","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15101","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0176.0142","Valma 84 0176 0142","Vase de stockage","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15102","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0152.0090","Valma 84 0152 0090","Bassin","Thasien  D2","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15103","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0027","Valma 84 0174 0027","Mortier","Thasien  F","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15104","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0040","Valma 84 0227 0040","Lékanè","Thasien  F","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15105","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0032","Valma 84 0170 0032","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15106","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0119.0028","Valma 84 0119 0028","Coupe-skyphos","Attique","ATT. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,,,51,24.714763980,40.780145908
"VAL84.0135.0007","Valma 84 0135 0007","Lampe","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_014","np_19125","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0038","Valma 84 0235 0038","Vase à paroi interne","Thasien","THAS. 2","C",,"THV39","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_19127","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85[2]","Valma 85 [2]","Vase à paroi interne","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_015","np_19128","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0070.0051","Valma 85 0070 0051","Bassin","Thasien","THAS. 4 ?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15107",,51,24.714763980,40.780145908
"VAL84.0194.0065","Valma 84 0194 0065","Cratère","Attique","ATT. 1","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15108","BLONDÉ, ÉtThas 20, pl. 39,1",51,24.714763980,40.780145908
"VAL85.0070.0021","Valma 85 0070 0021","Cratère","Attique    FR","ATT. 1","F",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15109","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0192","Valma 84 0194 0192","Chytra","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15110","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0142.0031","Valma 84 0142 0031","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15111",,51,24.714763980,40.780145908
"VAL84.0128.0009","Valma 84 0128 0009","Coupe-skyphos","Thasien","THAS. 2","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15112",,51,24.714763980,40.780145908
"VAL84.0153.0091","Valma 84 0153 0091","Bassin","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15114","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0031","Valma 84 0170 0031","Réchaud sur pied","Thasien","THAS. 2","C",,"THV49","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15115","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0043","Valma 84 0227 0043","Support","Thasien","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15116","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0170.0030","Valma 84 0170 0030","Support","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15117","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0042","Valma 84 0264 0042","Support","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_017","np_15118","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0069","Valma 85 0066 0069","Plat sur pied","Thasien  E, C2","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_018","np_15119","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0174.0063","Valma 84 0174 0063","Plat sur pied","Thasien  E, C2","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15120","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0264.0035","Valma 84 0264 0035","Cratère","Thasien","THAS. 1","cé",,"THV38","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15121","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0076.0089","Valma 84 0076 0089","Mortier","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15122",,51,24.714763980,40.780145908
"VAL84.0174.0023","Valma 84 0174 0023","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15123","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0028","Valma 84 0283 0028","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15124","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0283.0027","Valma 84 0283 0027","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15125","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0050","Valma 85 0066 0050","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15126",,51,24.714763980,40.780145908
"VAL84.0076.0087","Valma 84 0076 0087","Coupe  à une anse","Thasien","THAS. 1","V",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15127",,51,24.714763980,40.780145908
"VAL84.0152.0096","Valma 84 0152 0096","Bassin","Thasien  Absent","THAS. ?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15128","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0121","Valma 84 0235 0121","Pithos","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15129","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0085","Valma 84 0227 0085","Grand vase","Thasien","THAS. ?","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15130",,51,24.714763980,40.780145908
"VAL85.0093.0116","Valma 85 0093 0116","Assiette à fond épais","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15131","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0194.0079","Valma 84 0194 0079","Mortier","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15132",,51,24.714763980,40.780145908
"VAL84.0174.0022","Valma 84 0174 0022","Mortier","Thasien","THAS. 2","C",,"THV45","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15133","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0070.0048","Valma 85 0070 0048","Bol-lékanè","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15135","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0070.0054","Valma 85 0070 0054","Caccabè","Thasien","THAS. 1","C",,"THV46","Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D","N388_019","np_15137","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0070.0053","Valma 85 0070 0053","Vase de stockage","Thasien","THAS. 2","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15138","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0227.0038","Valma 84 0227 0038","Vase de stockage","Thasien","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15139","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL85.0066.0051","Valma 85 0066 0051","Lékanè","Thasien","THAS. 4","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15140","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"VAL84.0235.0047","Valma 84 0235 0047","Vase de stockage","Thasien  E","THAS. 1","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.","C - D",,"np_15141",,51,24.714763980,40.780145908
"VAL84.0235.0044","Valma 84 0235 0044","Bassin","Thasien  C2","THAS. 3","C",,,"Valma Puits rond","Puits rond.","2","Comblement du puits.","Contexte déposé vers 330.",,,"np_15142","BLONDÉ, BCH 113",51,24.714763980,40.780145908
"MdE82.0904.0480","Maison de l'École 82 0904 0480","Skyphos","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_a","BLONDÉ, BCH 109 (1985), cat 2, fig. 4.",98,24.713688134,40.779061124
"MdE82.0904.0483","Maison de l'École 82 0904 0483","Skyphos","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4","Contexte déposé vers 360.","B - C",,"np_12271_01_b","BLONDÉ, BCH 109 (1985), cat 3, fig. 4.",98,24.713688134,40.779061124
"MdE82.0904.0488","Maison de l'École 82 0904 0488","Skyphos","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_d","BLONDÉ, BCH 109 (1985), cat 7, fig. 4.",98,24.713688134,40.779061124
"MdE82.0904.0511","Maison de l'École 82 0904 0511","Lécythe aryballisque","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_d","BLONDÉ, BCH 109 (1985), cat 29, fig. 4.",98,24.713688134,40.779061124
"MdE82.0904.0519","Maison de l'École 82 0904 0519","Couvercle","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_d","BLONDÉ, BCH 109 (1985), cat. 34, fig. 4",98,24.713688134,40.779061124
"MdE82.0904.0513","Maison de l'École 82 0904 0513","Couvercle","Attique","ATT. 1","F",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C",,"np_12271_01_g","BLONDÉ, BCH 109 (1985), cat. 32",98,24.713688134,40.779061124
"MdE82.0905.0031","Maison de l'École 82 0905 0031","Plat","Attique","ATT. 4","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B",,"np_12271_01_h","BLONDÉ, BCH 109 (1985), cat. 37",98,24.713688134,40.779061124
"MdE82.0904.0224","Maison de l'École 82 0904 0224","Plat","Attique   B6.3","ATT. 3","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4","Contexte déposé vers 360.","B - C",,"np_12271_01_i","BLONDÉ, BCH 109 (1985), cat. 39",98,24.713688134,40.779061124
"MdE82.0905.0028","Maison de l'École 82 0905 0028","Plat","Attique    B2.1","ATT. 4","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","A - B",,"np_12271_01_k","BLONDÉ, BCH 109 (1985), cat. 38",98,24.713688134,40.779061124
"MdE82.0904.0038","Maison de l'École 82 0904 0038","Plat","Attique","ATT. 2","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4.","Contexte déposé vers 360.","B - C","N388_020","np_12271_01_l","BLONDÉ, BCH 109 (1985), cat. 40",98,24.713688134,40.779061124
"MdE82.0905.0059","Maison de l'École 82 0905 0059","Plat","Attique","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5.","Contexte déposé vers 360.","B - C",,"np_12271_01_m","BLONDÉ, BCH 109 (1985), cat. 42",98,24.713688134,40.779061124
"MdE82.0905.0057","Maison de l'École 82 0905 0057","Coupe","Attique    B","ATT. ?","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 5","Contexte déposé vers 360.","B - C",,"np_12271_02_e","BLONDÉ, BCH 109 (1985), cat. 50",98,24.713688134,40.779061124
"MdE82.0904.0271","Maison de l'École 82 0904 0271","Coupe sans anses","Attique    B3.1 ou","ATT. 1","V",,,"Maison de l'École","Sondage dans le jardin de l'EFA","1","Remblai, couche 4","Contexte déposé vers 360.","B - C",,"np_12271_02_h","BLONDÉ, BCH 109 (1985), cat. 51",98,24.713688134,40.779061124
